Text,Label,text_cleaned,text_cleaned_t2e_vader
Looking for good news today...not finding any on Twitter. Bummer. 😢 #depressing #badnews,1,looking good news todaynot finding twitter bummer depressing badnews,Looking for good news today..not finding any on Twitter. Bummer. 😢 depressing badnews
An hour and 35 minutes till 2017 come. I'm still depressed and hopeless. Feel really shitty.  ,1,hour minute till come depressed hopeless feel really shitty,An hour and minute till come. I am still depressed and hopeless. Feel really shitty.
I feel like my husband are growing more and more apart.,1,feel like husband growing apart,I feel like my husband are growing more and more apart.
I wish life was simple and painless. Whenever you think you're happy and think you got it all  life comes and screws you over.,1,wish life simple painless think happy think got life come screw over,I wish life wa simple and painless. Whenever you think you are happy and think you got it all life come and screw you over.
"and if you try to stand up for yourself especially when it gets too much, you are being rude, and disrespectful.    happens.",1,try stand especially get much rude disrespectful happens,"and if you try to stand up for yourself especially when it get too much, you are being rude, and disrespectful. happens."
"Just woke up because let's be real, can't be upset or angry if you just sleep all day.   ",1,just woke let real upset angry just sleep day,"Just woke up because let is be real, cannot be upset or angry if you just sleep all day."
I always have a reason to be upset and,1,reason upset,I always have a reason to be upset and
"I hate it when someone says, ""Why are you ? You have nothing to be depressed about?"" It's chemical! I  can't help it!! ",1,hate say why depressed about chemical help it,"I hate it when someone says, Why are you ? You have nothing to be depressed about? It is chemical! I cannot help it!!"
"Im  home . Feeling very low, and unwanted especially by my own family.Feeling very  !!",1,im home feeling low unwanted especially familyfeeling,"Im home . Feeling very low, and unwanted especially by my own family.Feeling very !!"
I made two loafs of bread and ate half of one for lunch. that's enough productivity for one day ,1,loaf bread ate half lunch productivity day,I made two loaf of bread and ate half of one for lunch. that is enough productivity for one day
sorry if i dont reply to dms/texts iiiiii have only been talking to ry and soph bc i feel  depressed so. Yeah ??????,1,sorry dont reply dmstexts ii talking ry soph bc feel depressed so yeah,sorry if i dont reply to dm text ii have only been talking to ry and soph bc i feel depressed so. Yeah ??
And so we arrive at the eve of the worst month of the year.  .  Any tips on making January more bearable?,1,arrive eve worst month year tip making january bearable,And so we arrive at the eve of the worst month of the year. . Any tip on making January more bearable?
we mourn the death of our hopes today #james,1,mourn death hope today james,we mourn the death of our hope today james
"After diagnosis the following day, I was in total denial. How could I be ? Me? My ego & denial instructed me to do Reverse search of myself. (This time I was on antidepressants) At least I knew what I was doing. (But with a swollen mind)",1,diagnosis following day total denial me ego denial instructed reverse search myself this time antidepressant knew doing but swollen mind,"After diagnosis the following day, I wa in total denial. How could I be ? Me? My ego denial instructed me to do Reverse search of myself. This time I wa on antidepressant At least I knew what I wa doing. But with a swollen mind"
Here I go again.. No sleep leads to overthinking. And now I have to deal with people again. ,1,again sleep lead overthinking deal people again,Here I go again.. No sleep lead to overthinking. And now I have to deal with people again.
"..I know he wouldn't want me to cry or be , I heard that a million times along the way, but it's easier said then done. Miss him.",1,i know not want heard million time way easier said done miss him,"..I know he would not want me to cry or be , I heard that a million time along the way, but it is easier said then done. Miss him."
I feel so attacked all the time ??,1,feel attacked time,I feel so attacked all the time ??
I truly wonder what is wrong with me? I try my best to do what makes you happy yet it doesn’t. Maybe I’m not the one YOU want and it kills me to think that.... maybe you’re in love with someone else and not me...,1,truly wonder wrong me try best make happy doe not maybe not want kill think that maybe love not me,I truly wonder what is wrong with me? I try my best to do what make you happy yet it doe not. Maybe I am not the one YOU want and it kill me to think that.. maybe you are in love with someone else and not me..
"I find it hard today to be grateful for 2015. I had hoped for more progress in my recovery. So, i let you go 2015.  ",1,hard today grateful hoped progress recovery so let,"I find it hard today to be grateful for . I had hoped for more progress in my recovery. So, i let you go ."
Feeling kind of blue today. A good acquaintance from long back has not answered messages on any of their media platforms in a while...What happened to them? ????    pic.twitter.com/lWtx4Ucqy8,1,feeling kind blue today good acquaintance long not answered message medium platform whilewhat happened them,Feeling kind of blue today. A good acquaintance from long back ha not answered message on any of their medium platform in a while..What happened to them? ??
#sadness #cry 💔 dad will never understand his 3rd child,1,sadness dad understand rd child,sadness cry 💔 dad will never understand his rd child
"Internet on point,Channel O on point ",1,internet pointchannel o point,"Internet on point,Channel O on point"
"Given the answers after it doesn't matter =   at the bottom, not a single Christian friend.  what now?",1,given answer doe not matter bottom not single christian friend now,"Given the answer after it doe not matter at the bottom, not a single Christian friend. what now?"
