Text,Label,Score,text_cleaned
"Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont  #be #happy",fear,0.16399999999999998,goodmorning fam know critical condition pave way miracle dont happy
#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness,fear,0.395,complained head called not despair god mercy did sin ask forgiveness
@cazzrhughes its reflective of the current political debate #awful,fear,0.508,reflective current political debate awful
@cazzrhughes its reflective of the current political debate ,fear,0.325,reflective current political debate
And they cover these police shootings fairly well they dont want to miss a chance to bully you,fear,0.792,cover police shooting fairly dont want miss chance bully
@JoyOfBearding The Haunting is my favorite horror movie too! Actually one of my favorite movies of all time no matter the genre.,fear,0.146,haunting favorite horror movie too actually favorite movie time matter genre
"@MannersAboveAll *laughs louder this time, shaking my head* That was really cheesy, wasn't it?",fear,0.083,laugh louder time shaking head really cheesy not it
.@morningmika &amp; her @HillaryClinton Super PAC @Morning_Joe @MSNBC in full #panic mode over @realDonaldTrump #momentum!\n\n#TrumpPence16 #MAGA,fear,0.723,amp super pac panic mode momentumnn trumppence maga
Hey @gmail why can I only see 15 sent emails? Where's the thousands gone?  #panic,fear,0.833,hey sent email thousand gone panic
Hey @gmail why can I only see 15 sent emails? Where's the thousands gone? ,fear,0.375,hey sent email thousand gone
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain",fear,0.88,migraine hangover day stood dish exhausted again gad depression amp chronic pain anxiety depression pain
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain  #depression #pain",fear,0.8140000000000001,migraine hangover day stood dish exhausted again gad depression amp chronic pain depression pain
That defending was awful from us!,fear,0.375,defending awful u
@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me ,fear,0.521,profoundly disappointing experience pay remedy defect n product sold
@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me #terrible,fear,0.48,profoundly disappointing experience pay remedy defect n product sold terrible
♪OLD FISH  #discourage,fear,0.26,old fish discourage
♪OLD FISH ,fear,0.07,old fish
"@JonRiley7 #VoteYourConscience or succumb to #fear? 'He is #scary, he is #dangerous!' -@HillaryClinton's #alarmist #PATRIOTACT platform.",fear,0.667,voteyourconscience succumb fear he scary dangerous alarmist patriotact platform
Huge congrats to my friends at @VoidMovie on the #USAPREMIERE tomorrow! #film #horror #thevoid #featurefilm #scaryshit,fear,0.292,huge congrats friend usapremiere tomorrow film horror thevoid featurefilm scaryshit
Huge congrats to my friends at @VoidMovie on the #USAPREMIERE tomorrow! #film  #thevoid #featurefilm #scaryshit,fear,0.271,huge congrats friend usapremiere tomorrow film thevoid featurefilm scaryshit
The time has now come that we have to combat this wave of #terrorism with the right tools of the trade. - HH @YounusAlGohar #BanWahhabism,fear,0.588,time come combat wave terrorism right tool trade hh banwahhabism
#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF.,fear,0.8540000000000001,amwriting horror dark loud creaking door noise coming kitchen door creak wtf
I really wanna take advantage of UofW's gym but i'm shy af.,fear,0.625,really wanna advantage uofw gym shy af
Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings #shy,fear,0.583,qampa n christie fr peter dardanella think knowing poorthings shy
Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings ,fear,0.353,qampa n christie fr peter dardanella think knowing poorthings
Proud of you for overcoming your fear of deep water @ShawnMendes,fear,0.292,proud overcoming fear deep water
"tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? #shocking",fear,0.516,tesco oh visa electron accepted line not shocking
"tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? ",fear,0.375,tesco oh visa electron accepted line not
Remember your journey is unique! Don't get discouraged because you're comparing your journey to someone else's. You will get there!,fear,0.188,remember journey unique not discouraged comparing journey is there
I'm so confused by the new American horror story 😩,fear,0.521,confused new american horror story
@Jpennifan OH sorry for your divorce but don't worry I will be a good wife then (no reference),fear,0.319,oh sorry divorce not worry good wife no reference
@indiamarshall_ that's great! It's not easy!\n&amp; it's amazing when nervousness turns into adrenaline 😂\nHad you had concerts as soloist before?,fear,0.479,great not easynamp amazing nervousness turn adrenaline nhad concert soloist before
I think I may have a mild anxiety problem. I think that's what this feeling may be..,fear,0.8540000000000001,think mild anxiety problem think feeling be
@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #Election2016,fear,0.354,painting orange election
@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #terrible #Election2016,fear,0.354,painting orange terrible election
I never let anything below me concern me.,fear,0.229,let concern me
@Koishiteruze she was scare not knowing what to do,fear,0.708,scare not knowing
@TheFienPrint So true &amp; well said. It seems ve old fashioned looking back on it. I liked Robbie on TV. Not loving all these movies #aghast!,fear,0.521,true amp said ve old fashioned looking it liked robbie tv not loving movie aghast
@TheFienPrint So true &amp; well said. It seems ve old fashioned looking back on it. I liked Robbie on TV. Not loving all these movies !,fear,0.333,true amp said ve old fashioned looking it liked robbie tv not loving movie
@The_East_End And the air raid alarm was actually false.  There was no attack inbound at the time.,fear,0.438,air raid alarm actually false attack inbound time
The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.,fear,0.6459999999999999,horrible pun day made shall return cage dark corner cry amp laughing hysterical now
So much #terrible #music playing on the #radio has started to make me wonder weather my taste in music is good or just completely shit,fear,0.388,terrible music playing radio started make wonder weather taste music good just completely shit
@OpheliaMCFLY_GD yes!! Once I'm done with people I'm really done.... lying to me is the worse thing someone can do I'm a nightmare 😂,fear,0.479,yes people really done lying worse thing nightmare
That was a fast response madrid.....Zidane threaten unuh,fear,0.396,fast response madridzidane threaten unuh
"@joeyskawaii i know i don't know u, but physiatrists are seriously the number one best thing for people with anxiety.",fear,0.521,know not know u physiatrists seriously number best thing people anxiety
So I just opened This message Brooke sent me got me I am weak as the fuck 😩 she is a fucking bully for no reason 😂😂😂😂😭💀,fear,0.688,just opened message brooke sent got weak fuck fucking bully reason
Let's refuse to live in #fear - #sotoventures,fear,0.354,let refuse live fear sotoventures
"If her legs aren't shaking, you're not doing it right.",fear,0.375,leg not shaking not doing right
"If children live with #ridicule, they learn to feel ",fear,0.542,child live ridicule learn feel
"If children live with #ridicule, they learn to feel #shy",fear,0.479,child live ridicule learn feel shy
i have so much hair it's a nightmare but it's also very soft so it guess it's a win-lose situation,fear,0.312,hair nightmare soft guess winlose situation
@breadf2man @SunApology and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun,fear,0.46,kelvin mackenzie tomorrow shudder dontbuythesun
@keyshamackie it's fucking dreadful for live footy matches,fear,0.509,fucking dreadful live footy match
I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack,fear,0.561,year college student english major today time written essay having panic attack
"If you follow #Trump, a certified #bully there is no question you or your children may go to #War vs consumate #Diplomat @HillaryClinton",fear,0.523,follow trump certified bully question child war v consumate diplomat
@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 ,fear,0.938,sorry heartbreaking scary happen happen anywhere safe
@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 #terror,fear,0.8540000000000001,sorry heartbreaking scary happen happen anywhere safe terror
#WTF @NYSCHereToHelp @NYSC allows #gym  #atmosphere! #jumpship #nasty #atmosphere #unprofessional,fear,0.458,wtf allows gym atmosphere jumpship nasty atmosphere unprofessional
@AskLloydsBank #worst exec complaints ever #horrific customer journey,fear,0.458,worst exec complaint horrific customer journey
I'm not afraid of clowns but I'm really hoping they don't make an appearance around my hometown.,fear,0.6,not afraid clown really hoping not make appearance hometown
