Text,Label,text_cleaned
"@_lanimoreno and I had Chem, Anatomy, and now IB Sports together (': #amazing",0,chem anatomy ib sport amazing
@joannemarie2000 hopefully you are always #smiling TY #appreciate ya,0,hopefully smiling ty appreciate ya
"â€œI couldnâ€™t be with people and I didnâ€™t want to be alone."" ",1,people didnt want alone
Iâ€™m so stressed and frustrated right now.  Iâ€™m not about this.  ,1,im stressed frustrated right now im not this
"I don't give two shits anymore about anyone who cba with me, your like the cancer that is killing my nan so Fuck you ",1,not shit anymore cba me like cancer killing nan fuck
":) I hate this emo and this feeling ""fake smile"" ",1,hate emo feeling fake smile
"@iagarwal5 I never knew this !! Oh my god , why ? ",0,knew oh god
"You keep losing your self respect , if u keep giving them chances.??   ",0,losing self respect u giving chance
I fw @ralofamgoon he don't hesitate to speak his mind,0,fw not hesitate speak mind
When you’re so unbearably lonely that you want to die.,1,unbearably lonely want die
"Almost killed myself, God... -.-   ",1,killed myself god
Breakdown of  systems due to economic opportunities has increased  among  pic.twitter.com/MyLVE432ow,0,breakdown system economic opportunity increased
"So sick of having the same new year resolution.. To get hitch, get love and be happy..maybe  will be just staying alive..",1,sick having new year resolution hitch love happymaybe just staying alive
"Hate seein stories on animal cruelty, why would any1 wanna hurt poor defenceless animals 😩😭 #StopAnimalCruelty #heartbreaking #worldsgoneMad",1,hate seein story animal cruelty any wanna hurt poor defenceless animal stopanimalcruelty heartbreaking worldsgonemad
brains have some of the most tiring dreams. Maybe because they're some of the most vivid?,0,brain tiring dream maybe vivid
I can't get myself out of this rut. I want to die. But I care too much about everyone else. So I will continue to be miserable. ,1,rut want die care else continue miserable
"Sucks that the only place I can go to if I can’t handle , is the one I don’t feel safe in.   And the only person I can _try_ to ask help if I need it, is the one I don’t trust.",1,suck place handle not feel safe in person try ask help need it not trust
"Why was 6 afraid of 7?\nCause 7 ate 9. BUT, why DID 7 eat 9??\nBecause you should eat 3 squared meals a day! 😜 #jokes #meme #dankmemes #funny",0,afraid ncause ate but did eat nbecause eat squared meal day joke meme dankmemes funny
I use this social media outlet to bitch. It's my bitching platform. I'm quiet on everything else. It's not like anyone cares. ,0,use social medium outlet bitch bitching platform quiet else not like care
January & February often worse for people who are . Seek help.,0,january february worse people seek help
I could really go for a giant glass a milk and I have none.  ,1,really giant glass milk none
So good to see @richie_porte smiling and feeling positive from his hospital bed on #sbstdf tonight. Get well soon!!,0,good smiling feeling positive hospital bed sbstdf tonight soon
Publicity before Christmas about loneliness. How many loneliness projects were open on Christmas day I wonder?  ,0,publicity christmas loneliness loneliness project open christmas day wonder
if I could I would feel nothing that's the truth and I don't care. the world is cold and life's not fair.   ,1,feel truth not care world cold life not fair
The only bad thing about reading:  finishing a great book/series and getting sad that the story is over. ,0,bad thing reading finishing great bookseries getting sad story over
"An email that will never be sent, a message that will remain unsaid, a voice never heard again. #loss #sorrow #Friends",1,email sent message remain unsaid voice heard again loss sorrow friend
Just had a craving for ce fiore and then I remembered it's gone forever  ???”,0,just craving ce fiore remembered gone forever
people: Dream 3 times more than -depressed people.,0,people dream time depressed people
"Why does certain things happen? What can be done to change this? Questions, are the worse.   ",1,doe certain thing happen change this question worse
@narendramodi Really it was very sad and shame!!!,1,really sad shame
"I give u all u want &when I say Omg look! I always get late reactions, or you just straight up miss it.   pic.twitter.com/MXifaMocGY",1,u u want when say omg look late reaction just straight miss it
"Watching Air Force One, good film but not paying much interest in it. Feel too rough ",1,watching air force one good film not paying it feel rough
Wanting to be skin   ???­ pic.twitter.com/gzeDkX0Z71,1,wanting skin
"I hate this feeling, but I brought it on myself   I hope that those I have hurt won't give up on me ??",1,hate feeling brought hope hurt not
surrounded by winter and constantly aware of it (,1,surrounded winter constantly aware
"I feel so sad because i can't be happy, and that makes me more unhappy  ",1,feel sad happy make unhappy
Just got back home to Orlando ...or should I say just got back to my place of living Bc this doesn't feel like home.  ???©,0,just got home orlando or say just got place living bc doe not feel like home
"Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking",1,said world saying not exist earth pain heartbreaking
@01mattwhite @Football__Tweet @DeadlineDayLive That's brilliant 😂 The music makes it,0,brilliant music make
Happy holidays and Merry Christmas. It's a rough time if you are . I know. It will be over soon.,0,happy holiday merry christmas rough time know soon
Crying so much…I fuck up… he's just reading my messages…,1,cry muchi fuck just reading message
some things you said kept me up all night.,1,thing said kept night
Been left and grandma's house want to see mummy and daddy   ,1,left grandma house want mummy daddy
Christmas just ain't what it used to be.,1,christmas just ai not used be
Wounds and scars look beautiful on my body ...   ,1,wound scar look beautiful body
Ugh my arm still hurts!! I just want this to be over and to get back to my life.   ,1,ugh arm hurt just want life
"Sometimes I want to apology just to make things better.  I have nothing to apologize, very opposite of that, I deserve an apology.  But my heart smells of loneliness and desperation...  ",1,want apology just make thing better apologize opposite that deserve apology heart smell loneliness desperation
i miss being 13 because now im 17 and,1,miss im
My biggest wish is to one day have a true friend. To be accepted the way I am.,1,biggest wish day true friend accepted way am
Lady singing really loudly with headphones on making everyone giggle @greateranglia #train #journey #smile,0,lady singing really loudly headphone making giggle train journey smile
"The darkness looming around us this NEW time of YEAR, we must strongly send away no longer live in tears. ?©  ",1,darkness looming new time year strongly send away longer live tear
hi sorry i’ve been so inactive lately i’ve been,1,hi sorry inactive lately
"Well, goodbye gents, my life is over...  ",1,well goodbye gent life over
